"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr18.78562923"	"chr18"	78562923	78562923	1	"*"	278	12.0869565217391	"chr18.652"
"chr18.78562927"	"chr18"	78562927	78562927	1	"*"	266	12.0909090909091	"chr18.652"
"chr18.78562939"	"chr18"	78562939	78562939	1	"*"	295	13.4090909090909	"chr18.652"
"chr18.78562948"	"chr18"	78562948	78562948	1	"*"	300	13.0434782608696	"chr18.652"
"chr18.78562954"	"chr18"	78562954	78562954	1	"*"	312	12.48	"chr18.652"
"chr18.78562957"	"chr18"	78562957	78562957	1	"*"	307	12.7916666666667	"chr18.652"
"chr18.78562971"	"chr18"	78562971	78562971	1	"*"	363	14.52	"chr18.652"
"chr18.78562991"	"chr18"	78562991	78562991	1	"*"	339	14.7391304347826	"chr18.652"
"chr18.78703310"	"chr18"	78703310	78703310	1	"*"	238	12.5263157894737	"chr18.653"
"chr18.78703315"	"chr18"	78703315	78703315	1	"*"	529	20.3461538461538	"chr18.653"
"chr18.78703316"	"chr18"	78703316	78703316	1	"*"	246	12.9473684210526	"chr18.653"
"chr18.78703364"	"chr18"	78703364	78703364	1	"*"	632	25.28	"chr18.653"
"chr18.78703365"	"chr18"	78703365	78703365	1	"*"	391	18.6190476190476	"chr18.653"
"chr18.78703369"	"chr18"	78703369	78703369	1	"*"	633	25.32	"chr18.653"
"chr18.78703370"	"chr18"	78703370	78703370	1	"*"	423	19.2272727272727	"chr18.653"
"chr18.78703373"	"chr18"	78703373	78703373	1	"*"	613	24.52	"chr18.653"
"chr18.78703374"	"chr18"	78703374	78703374	1	"*"	424	19.2727272727273	"chr18.653"
"chr18.78703379"	"chr18"	78703379	78703379	1	"*"	581	23.24	"chr18.653"
"chr18.78703380"	"chr18"	78703380	78703380	1	"*"	446	18.5833333333333	"chr18.653"
"chr18.78703394"	"chr18"	78703394	78703394	1	"*"	528	21.12	"chr18.653"
"chr18.78703395"	"chr18"	78703395	78703395	1	"*"	444	18.5	"chr18.653"
"chr18.78703412"	"chr18"	78703412	78703412	1	"*"	464	18.56	"chr18.653"
"chr18.78703413"	"chr18"	78703413	78703413	1	"*"	398	18.0909090909091	"chr18.653"
"chr18.78703424"	"chr18"	78703424	78703424	1	"*"	348	15.1304347826087	"chr18.653"
"chr18.78703425"	"chr18"	78703425	78703425	1	"*"	372	16.9090909090909	"chr18.653"
"chr18.78703432"	"chr18"	78703432	78703432	1	"*"	290	13.1818181818182	"chr18.653"
"chr18.78703433"	"chr18"	78703433	78703433	1	"*"	325	15.4761904761905	"chr18.653"
"chr18.78703439"	"chr18"	78703439	78703439	1	"*"	256	12.8	"chr18.653"
"chr18.78703440"	"chr18"	78703440	78703440	1	"*"	294	14.7	"chr18.653"
"chr18.78703446"	"chr18"	78703446	78703446	1	"*"	227	11.35	"chr18.653"
"chr18.78703461"	"chr18"	78703461	78703461	1	"*"	208	10.9473684210526	"chr18.653"
"chr18.78703468"	"chr18"	78703468	78703468	1	"*"	227	11.35	"chr18.653"
"chr18.78703505"	"chr18"	78703505	78703505	1	"*"	336	14.6086956521739	"chr18.653"
"chr18.78703506"	"chr18"	78703506	78703506	1	"*"	286	14.3	"chr18.653"
"chr18.78703530"	"chr18"	78703530	78703530	1	"*"	405	16.2	"chr18.653"
"chr18.78703531"	"chr18"	78703531	78703531	1	"*"	323	14.6818181818182	"chr18.653"
"chr18.78703552"	"chr18"	78703552	78703552	1	"*"	481	19.24	"chr18.653"
"chr18.78703553"	"chr18"	78703553	78703553	1	"*"	319	13.8695652173913	"chr18.653"
"chr18.78703612"	"chr18"	78703612	78703612	1	"*"	649	24.9615384615385	"chr18.653"
"chr18.78703613"	"chr18"	78703613	78703613	1	"*"	265	12.0454545454545	"chr18.653"
"chr18.78703624"	"chr18"	78703624	78703624	1	"*"	619	23.8076923076923	"chr18.653"
"chr18.78703625"	"chr18"	78703625	78703625	1	"*"	271	11.7826086956522	"chr18.653"
"chr18.78703633"	"chr18"	78703633	78703633	1	"*"	568	22.72	"chr18.653"
"chr18.78703634"	"chr18"	78703634	78703634	1	"*"	271	11.7826086956522	"chr18.653"
"chr18.78703640"	"chr18"	78703640	78703640	1	"*"	577	23.08	"chr18.653"
"chr18.78703641"	"chr18"	78703641	78703641	1	"*"	277	13.1904761904762	"chr18.653"
"chr18.78703649"	"chr18"	78703649	78703649	1	"*"	540	21.6	"chr18.653"
"chr18.78703650"	"chr18"	78703650	78703650	1	"*"	272	12.952380952381	"chr18.653"
"chr18.78703655"	"chr18"	78703655	78703655	1	"*"	523	20.92	"chr18.653"
"chr18.78703656"	"chr18"	78703656	78703656	1	"*"	278	13.2380952380952	"chr18.653"
"chr18.78703666"	"chr18"	78703666	78703666	1	"*"	492	19.68	"chr18.653"
"chr18.78703667"	"chr18"	78703667	78703667	1	"*"	263	13.15	"chr18.653"
"chr18.78703674"	"chr18"	78703674	78703674	1	"*"	466	18.64	"chr18.653"
"chr18.78703677"	"chr18"	78703677	78703677	1	"*"	444	17.76	"chr18.653"
"chr18.78703712"	"chr18"	78703712	78703712	1	"*"	345	13.8	"chr18.653"
"chr18.78726212"	"chr18"	78726212	78726212	1	"*"	205	9.31818181818182	"chr18.654"
"chr18.78726314"	"chr18"	78726314	78726314	1	"*"	482	20.0833333333333	"chr18.654"
"chr18.78726315"	"chr18"	78726315	78726315	1	"*"	518	21.5833333333333	"chr18.654"
"chr18.78726324"	"chr18"	78726324	78726324	1	"*"	501	20.04	"chr18.654"
"chr18.78726325"	"chr18"	78726325	78726325	1	"*"	551	22.04	"chr18.654"
"chr18.78726336"	"chr18"	78726336	78726336	1	"*"	519	20.76	"chr18.654"
"chr18.78726337"	"chr18"	78726337	78726337	1	"*"	525	21.875	"chr18.654"
"chr18.78726347"	"chr18"	78726347	78726347	1	"*"	461	18.44	"chr18.654"
"chr18.78726348"	"chr18"	78726348	78726348	1	"*"	485	20.2083333333333	"chr18.654"
"chr18.78726350"	"chr18"	78726350	78726350	1	"*"	451	18.04	"chr18.654"
"chr18.78726351"	"chr18"	78726351	78726351	1	"*"	468	19.5	"chr18.654"
"chr18.78726359"	"chr18"	78726359	78726359	1	"*"	432	17.28	"chr18.654"
"chr18.78726360"	"chr18"	78726360	78726360	1	"*"	455	18.9583333333333	"chr18.654"
"chr18.78726372"	"chr18"	78726372	78726372	1	"*"	377	15.08	"chr18.654"
"chr18.78726373"	"chr18"	78726373	78726373	1	"*"	399	17.3478260869565	"chr18.654"
"chr18.78726387"	"chr18"	78726387	78726387	1	"*"	282	12.2608695652174	"chr18.654"
"chr18.78726388"	"chr18"	78726388	78726388	1	"*"	277	13.85	"chr18.654"
"chr18.78726394"	"chr18"	78726394	78726394	1	"*"	232	10.5454545454545	"chr18.654"
"chr18.78726402"	"chr18"	78726402	78726402	1	"*"	185	9.25	"chr18.654"
"chr18.78728468"	"chr18"	78728468	78728468	1	"*"	333	15.8571428571429	"chr18.655"
"chr18.78728469"	"chr18"	78728469	78728469	1	"*"	399	19	"chr18.655"
"chr18.78728479"	"chr18"	78728479	78728479	1	"*"	352	17.6	"chr18.655"
"chr18.78728480"	"chr18"	78728480	78728480	1	"*"	426	18.5217391304348	"chr18.655"
"chr18.78728492"	"chr18"	78728492	78728492	1	"*"	373	17.7619047619048	"chr18.655"
"chr18.78728493"	"chr18"	78728493	78728493	1	"*"	424	18.4347826086957	"chr18.655"
"chr18.78728511"	"chr18"	78728511	78728511	1	"*"	355	16.1363636363636	"chr18.655"
"chr18.78728512"	"chr18"	78728512	78728512	1	"*"	455	19.7826086956522	"chr18.655"
"chr18.78728516"	"chr18"	78728516	78728516	1	"*"	338	15.3636363636364	"chr18.655"
"chr18.78796734"	"chr18"	78796734	78796734	1	"*"	241	12.6842105263158	"chr18.656"
"chr18.78796743"	"chr18"	78796743	78796743	1	"*"	249	12.45	"chr18.656"
"chr18.78796749"	"chr18"	78796749	78796749	1	"*"	216	11.3684210526316	"chr18.656"
"chr18.78796762"	"chr18"	78796762	78796762	1	"*"	256	13.4736842105263	"chr18.656"
"chr18.78796763"	"chr18"	78796763	78796763	1	"*"	213	10.65	"chr18.656"
"chr18.78796767"	"chr18"	78796767	78796767	1	"*"	254	13.3684210526316	"chr18.656"
"chr18.78796768"	"chr18"	78796768	78796768	1	"*"	224	10.1818181818182	"chr18.656"
"chr18.78796775"	"chr18"	78796775	78796775	1	"*"	257	12.85	"chr18.656"
"chr18.78796776"	"chr18"	78796776	78796776	1	"*"	238	10.8181818181818	"chr18.656"
"chr18.78796784"	"chr18"	78796784	78796784	1	"*"	269	13.45	"chr18.656"
"chr18.78796785"	"chr18"	78796785	78796785	1	"*"	238	11.9	"chr18.656"
"chr18.78796805"	"chr18"	78796805	78796805	1	"*"	248	11.2727272727273	"chr18.656"
"chr18.78797031"	"chr18"	78797031	78797031	1	"*"	225	11.25	"chr18.657"
"chr18.78797056"	"chr18"	78797056	78797056	1	"*"	203	10.6842105263158	"chr18.657"
"chr18.78797057"	"chr18"	78797057	78797057	1	"*"	364	15.8260869565217	"chr18.657"
"chr18.78797069"	"chr18"	78797069	78797069	1	"*"	421	17.5416666666667	"chr18.657"
"chr18.78797074"	"chr18"	78797074	78797074	1	"*"	421	17.5416666666667	"chr18.657"
"chr18.78797080"	"chr18"	78797080	78797080	1	"*"	440	17.6	"chr18.657"
"chr18.78797082"	"chr18"	78797082	78797082	1	"*"	447	17.88	"chr18.657"
"chr18.78797091"	"chr18"	78797091	78797091	1	"*"	471	18.84	"chr18.657"
"chr18.78797136"	"chr18"	78797136	78797136	1	"*"	246	12.9473684210526	"chr18.657"
"chr18.78797137"	"chr18"	78797137	78797137	1	"*"	470	19.5833333333333	"chr18.657"
"chr18.78797142"	"chr18"	78797142	78797142	1	"*"	260	13.6842105263158	"chr18.657"
"chr18.78797143"	"chr18"	78797143	78797143	1	"*"	426	18.5217391304348	"chr18.657"
"chr18.78797148"	"chr18"	78797148	78797148	1	"*"	282	13.4285714285714	"chr18.657"
"chr18.78797149"	"chr18"	78797149	78797149	1	"*"	504	21	"chr18.657"
"chr18.78797153"	"chr18"	78797153	78797153	1	"*"	271	13.55	"chr18.657"
"chr18.78797154"	"chr18"	78797154	78797154	1	"*"	495	20.625	"chr18.657"
"chr18.78797159"	"chr18"	78797159	78797159	1	"*"	271	13.55	"chr18.657"
"chr18.78797160"	"chr18"	78797160	78797160	1	"*"	512	21.3333333333333	"chr18.657"
"chr18.78797161"	"chr18"	78797161	78797161	1	"*"	272	14.3157894736842	"chr18.657"
"chr18.78797162"	"chr18"	78797162	78797162	1	"*"	510	21.25	"chr18.657"
"chr18.78797167"	"chr18"	78797167	78797167	1	"*"	261	13.7368421052632	"chr18.657"
"chr18.78797168"	"chr18"	78797168	78797168	1	"*"	504	21	"chr18.657"
"chr18.78797170"	"chr18"	78797170	78797170	1	"*"	298	14.1904761904762	"chr18.657"
"chr18.78797171"	"chr18"	78797171	78797171	1	"*"	501	20.875	"chr18.657"
"chr18.78797193"	"chr18"	78797193	78797193	1	"*"	311	14.8095238095238	"chr18.657"
"chr18.78797194"	"chr18"	78797194	78797194	1	"*"	556	23.1666666666667	"chr18.657"
"chr18.78797197"	"chr18"	78797197	78797197	1	"*"	320	15.2380952380952	"chr18.657"
"chr18.78797198"	"chr18"	78797198	78797198	1	"*"	545	22.7083333333333	"chr18.657"
"chr18.78797227"	"chr18"	78797227	78797227	1	"*"	364	15.8260869565217	"chr18.657"
"chr18.78797228"	"chr18"	78797228	78797228	1	"*"	464	17.8461538461538	"chr18.657"
"chr18.78797239"	"chr18"	78797239	78797239	1	"*"	364	15.1666666666667	"chr18.657"
"chr18.78797240"	"chr18"	78797240	78797240	1	"*"	426	17.04	"chr18.657"
"chr18.78797253"	"chr18"	78797253	78797253	1	"*"	348	14.5	"chr18.657"
"chr18.78797254"	"chr18"	78797254	78797254	1	"*"	420	16.1538461538462	"chr18.657"
"chr18.78797258"	"chr18"	78797258	78797258	1	"*"	335	14.5652173913043	"chr18.657"
"chr18.78797259"	"chr18"	78797259	78797259	1	"*"	403	16.12	"chr18.657"
"chr18.78797274"	"chr18"	78797274	78797274	1	"*"	312	13.5652173913043	"chr18.657"
"chr18.78797275"	"chr18"	78797275	78797275	1	"*"	429	17.16	"chr18.657"
"chr18.78797285"	"chr18"	78797285	78797285	1	"*"	310	13.4782608695652	"chr18.657"
"chr18.78797286"	"chr18"	78797286	78797286	1	"*"	471	18.1153846153846	"chr18.657"
"chr18.78797295"	"chr18"	78797295	78797295	1	"*"	297	12.9130434782609	"chr18.657"
"chr18.78797296"	"chr18"	78797296	78797296	1	"*"	503	19.3461538461538	"chr18.657"
"chr18.78797308"	"chr18"	78797308	78797308	1	"*"	320	13.9130434782609	"chr18.657"
"chr18.78797309"	"chr18"	78797309	78797309	1	"*"	546	21.84	"chr18.657"
"chr18.78797378"	"chr18"	78797378	78797378	1	"*"	324	12.96	"chr18.657"
"chr18.78797379"	"chr18"	78797379	78797379	1	"*"	468	18	"chr18.657"
"chr18.78797384"	"chr18"	78797384	78797384	1	"*"	315	13.695652173913	"chr18.657"
"chr18.78797385"	"chr18"	78797385	78797385	1	"*"	479	18.4230769230769	"chr18.657"
"chr18.78797396"	"chr18"	78797396	78797396	1	"*"	311	14.1363636363636	"chr18.657"
"chr18.78797397"	"chr18"	78797397	78797397	1	"*"	493	18.9615384615385	"chr18.657"
"chr18.78797497"	"chr18"	78797497	78797497	1	"*"	655	25.1923076923077	"chr18.657"
"chr18.78797498"	"chr18"	78797498	78797498	1	"*"	413	16.52	"chr18.657"
"chr18.78797522"	"chr18"	78797522	78797522	1	"*"	619	23.8076923076923	"chr18.657"
"chr18.78797523"	"chr18"	78797523	78797523	1	"*"	432	18	"chr18.657"
"chr18.78797541"	"chr18"	78797541	78797541	1	"*"	640	24.6153846153846	"chr18.657"
"chr18.78797542"	"chr18"	78797542	78797542	1	"*"	453	18.12	"chr18.657"
"chr18.78797553"	"chr18"	78797553	78797553	1	"*"	715	27.5	"chr18.657"
"chr18.78797554"	"chr18"	78797554	78797554	1	"*"	431	17.24	"chr18.657"
"chr18.78857034"	"chr18"	78857034	78857034	1	"*"	291	13.2272727272727	"chr18.658"
"chr18.78857035"	"chr18"	78857035	78857035	1	"*"	246	11.7142857142857	"chr18.658"
"chr18.78857054"	"chr18"	78857054	78857054	1	"*"	266	12.0909090909091	"chr18.658"
"chr18.78857055"	"chr18"	78857055	78857055	1	"*"	259	12.3333333333333	"chr18.658"
"chr18.78857073"	"chr18"	78857073	78857073	1	"*"	241	10.9545454545455	"chr18.658"
"chr18.78857074"	"chr18"	78857074	78857074	1	"*"	227	11.35	"chr18.658"
"chr18.78857076"	"chr18"	78857076	78857076	1	"*"	240	10.9090909090909	"chr18.658"
"chr18.78857077"	"chr18"	78857077	78857077	1	"*"	225	11.25	"chr18.658"
"chr18.78857089"	"chr18"	78857089	78857089	1	"*"	214	10.1904761904762	"chr18.658"
"chr18.78857090"	"chr18"	78857090	78857090	1	"*"	214	10.1904761904762	"chr18.658"
"chr18.78857091"	"chr18"	78857091	78857091	1	"*"	217	10.3333333333333	"chr18.658"
"chr18.78857092"	"chr18"	78857092	78857092	1	"*"	209	9.95238095238095	"chr18.658"
"chr18.78857100"	"chr18"	78857100	78857100	1	"*"	218	10.3809523809524	"chr18.658"
"chr18.78857101"	"chr18"	78857101	78857101	1	"*"	211	11.1052631578947	"chr18.658"
"chr18.78857105"	"chr18"	78857105	78857105	1	"*"	222	11.1	"chr18.658"
"chr18.78857106"	"chr18"	78857106	78857106	1	"*"	216	10.8	"chr18.658"
"chr18.78857108"	"chr18"	78857108	78857108	1	"*"	222	11.1	"chr18.658"
"chr18.78857109"	"chr18"	78857109	78857109	1	"*"	216	10.8	"chr18.658"
"chr18.78857112"	"chr18"	78857112	78857112	1	"*"	232	11.6	"chr18.658"
"chr18.78857113"	"chr18"	78857113	78857113	1	"*"	211	10.047619047619	"chr18.658"
"chr18.78857132"	"chr18"	78857132	78857132	1	"*"	227	11.35	"chr18.658"
"chr18.78857133"	"chr18"	78857133	78857133	1	"*"	232	10.5454545454545	"chr18.658"
"chr18.78857135"	"chr18"	78857135	78857135	1	"*"	239	11.95	"chr18.658"
"chr18.78857136"	"chr18"	78857136	78857136	1	"*"	242	10.5217391304348	"chr18.658"
"chr18.78857150"	"chr18"	78857150	78857150	1	"*"	251	12.55	"chr18.658"
"chr18.78857151"	"chr18"	78857151	78857151	1	"*"	281	12.2173913043478	"chr18.658"
"chr18.78857157"	"chr18"	78857157	78857157	1	"*"	282	14.1	"chr18.658"
"chr18.78857158"	"chr18"	78857158	78857158	1	"*"	304	12.6666666666667	"chr18.658"
"chr18.78857159"	"chr18"	78857159	78857159	1	"*"	295	14.75	"chr18.658"
"chr18.78857160"	"chr18"	78857160	78857160	1	"*"	306	12.75	"chr18.658"
"chr18.78857178"	"chr18"	78857178	78857178	1	"*"	367	18.35	"chr18.658"
"chr18.78861307"	"chr18"	78861307	78861307	1	"*"	432	18	"chr18.659"
"chr18.78861308"	"chr18"	78861308	78861308	1	"*"	175	9.21052631578947	"chr18.659"
"chr18.78861313"	"chr18"	78861313	78861313	1	"*"	459	19.125	"chr18.659"
"chr18.78861314"	"chr18"	78861314	78861314	1	"*"	218	9.90909090909091	"chr18.659"
"chr18.78861341"	"chr18"	78861341	78861341	1	"*"	577	23.08	"chr18.659"
"chr18.78861342"	"chr18"	78861342	78861342	1	"*"	332	13.8333333333333	"chr18.659"
"chr18.78861343"	"chr18"	78861343	78861343	1	"*"	612	24.48	"chr18.659"
"chr18.78861344"	"chr18"	78861344	78861344	1	"*"	342	13.68	"chr18.659"
"chr18.78861357"	"chr18"	78861357	78861357	1	"*"	707	28.28	"chr18.659"
"chr18.78914508"	"chr18"	78914508	78914508	1	"*"	207	10.8947368421053	"chr18.660"
"chr18.78914510"	"chr18"	78914510	78914510	1	"*"	211	11.1052631578947	"chr18.660"
"chr18.78914512"	"chr18"	78914512	78914512	1	"*"	215	11.3157894736842	"chr18.660"
"chr18.78914517"	"chr18"	78914517	78914517	1	"*"	220	10.4761904761905	"chr18.660"
"chr18.78914525"	"chr18"	78914525	78914525	1	"*"	243	12.15	"chr18.660"
"chr18.78914599"	"chr18"	78914599	78914599	1	"*"	316	13.1666666666667	"chr18.661"
"chr18.78914604"	"chr18"	78914604	78914604	1	"*"	318	13.25	"chr18.661"
"chr18.78914610"	"chr18"	78914610	78914610	1	"*"	301	13.0869565217391	"chr18.661"
"chr18.78914612"	"chr18"	78914612	78914612	1	"*"	288	12.5217391304348	"chr18.661"
"chr18.78914624"	"chr18"	78914624	78914624	1	"*"	302	13.1304347826087	"chr18.661"
"chr18.78914661"	"chr18"	78914661	78914661	1	"*"	235	11.75	"chr18.661"
"chr18.78914672"	"chr18"	78914672	78914672	1	"*"	204	10.7368421052632	"chr18.661"
"chr18.78973512"	"chr18"	78973512	78973512	1	"*"	155	8.1578947368421	"chr18.662"
"chr18.78973514"	"chr18"	78973514	78973514	1	"*"	161	8.05	"chr18.662"
"chr18.78973519"	"chr18"	78973519	78973519	1	"*"	155	8.1578947368421	"chr18.662"
"chr18.78973528"	"chr18"	78973528	78973528	1	"*"	172	8.19047619047619	"chr18.662"
"chr18.78973535"	"chr18"	78973535	78973535	1	"*"	185	8.40909090909091	"chr18.662"
"chr18.78973537"	"chr18"	78973537	78973537	1	"*"	181	8.61904761904762	"chr18.662"
"chr18.78973563"	"chr18"	78973563	78973563	1	"*"	161	8.05	"chr18.662"
"chr18.78973573"	"chr18"	78973573	78973573	1	"*"	160	8.42105263157895	"chr18.662"
"chr18.78974727"	"chr18"	78974727	78974727	1	"*"	309	15.45	"chr18.663"
"chr18.78974734"	"chr18"	78974734	78974734	1	"*"	331	15.7619047619048	"chr18.663"
"chr18.78974738"	"chr18"	78974738	78974738	1	"*"	349	15.1739130434783	"chr18.663"
"chr18.78974743"	"chr18"	78974743	78974743	1	"*"	365	15.8695652173913	"chr18.663"
"chr18.78974756"	"chr18"	78974756	78974756	1	"*"	399	17.3478260869565	"chr18.663"
"chr18.78974763"	"chr18"	78974763	78974763	1	"*"	408	18.5454545454545	"chr18.663"
"chr18.78974765"	"chr18"	78974765	78974765	1	"*"	423	18.3913043478261	"chr18.663"
"chr18.78976735"	"chr18"	78976735	78976735	1	"*"	416	16.64	"chr18.664"
"chr18.78976736"	"chr18"	78976736	78976736	1	"*"	362	15.0833333333333	"chr18.664"
"chr18.78976755"	"chr18"	78976755	78976755	1	"*"	543	21.72	"chr18.664"
"chr18.78976756"	"chr18"	78976756	78976756	1	"*"	433	18.0416666666667	"chr18.664"
"chr18.78976774"	"chr18"	78976774	78976774	1	"*"	703	27.0384615384615	"chr18.664"
"chr18.78976775"	"chr18"	78976775	78976775	1	"*"	526	20.2307692307692	"chr18.664"
"chr18.78976785"	"chr18"	78976785	78976785	1	"*"	735	28.2692307692308	"chr18.664"
"chr18.78976786"	"chr18"	78976786	78976786	1	"*"	532	20.4615384615385	"chr18.664"
"chr18.78976845"	"chr18"	78976845	78976845	1	"*"	657	25.2692307692308	"chr18.664"
"chr18.78980061"	"chr18"	78980061	78980061	1	"*"	242	12.7368421052632	"chr18.665"
"chr18.78980063"	"chr18"	78980063	78980063	1	"*"	224	11.2	"chr18.665"
"chr18.78980064"	"chr18"	78980064	78980064	1	"*"	253	12.65	"chr18.665"
"chr18.78980070"	"chr18"	78980070	78980070	1	"*"	257	12.2380952380952	"chr18.665"
"chr18.78980071"	"chr18"	78980071	78980071	1	"*"	260	13	"chr18.665"
"chr18.78980080"	"chr18"	78980080	78980080	1	"*"	285	12.9545454545455	"chr18.665"
"chr18.78980081"	"chr18"	78980081	78980081	1	"*"	267	12.7142857142857	"chr18.665"
"chr18.78980088"	"chr18"	78980088	78980088	1	"*"	301	13.6818181818182	"chr18.665"
"chr18.78980089"	"chr18"	78980089	78980089	1	"*"	266	12.6666666666667	"chr18.665"
"chr18.78980091"	"chr18"	78980091	78980091	1	"*"	302	13.7272727272727	"chr18.665"
"chr18.78980092"	"chr18"	78980092	78980092	1	"*"	266	12.6666666666667	"chr18.665"
"chr18.78980093"	"chr18"	78980093	78980093	1	"*"	308	14	"chr18.665"
"chr18.78980094"	"chr18"	78980094	78980094	1	"*"	271	12.3181818181818	"chr18.665"
"chr18.78980101"	"chr18"	78980101	78980101	1	"*"	313	13.6086956521739	"chr18.665"
"chr18.78980102"	"chr18"	78980102	78980102	1	"*"	260	12.3809523809524	"chr18.665"
"chr18.78980148"	"chr18"	78980148	78980148	1	"*"	263	13.8421052631579	"chr18.665"
"chr18.78980150"	"chr18"	78980150	78980150	1	"*"	268	13.4	"chr18.665"
"chr18.78980155"	"chr18"	78980155	78980155	1	"*"	267	14.0526315789474	"chr18.665"
"chr18.78980157"	"chr18"	78980157	78980157	1	"*"	266	13.3	"chr18.665"
"chr18.78980163"	"chr18"	78980163	78980163	1	"*"	257	12.2380952380952	"chr18.665"
"chr18.78980166"	"chr18"	78980166	78980166	1	"*"	255	12.1428571428571	"chr18.665"
"chr18.78980169"	"chr18"	78980169	78980169	1	"*"	245	12.25	"chr18.665"
"chr18.78980174"	"chr18"	78980174	78980174	1	"*"	240	11.4285714285714	"chr18.665"
"chr18.78980176"	"chr18"	78980176	78980176	1	"*"	232	11.6	"chr18.665"
"chr18.78980183"	"chr18"	78980183	78980183	1	"*"	217	11.4210526315789	"chr18.665"
"chr18.78980186"	"chr18"	78980186	78980186	1	"*"	215	10.75	"chr18.665"
"chr18.78980188"	"chr18"	78980188	78980188	1	"*"	210	10.5	"chr18.665"
"chr18.78980190"	"chr18"	78980190	78980190	1	"*"	207	10.35	"chr18.665"
"chr18.78980194"	"chr18"	78980194	78980194	1	"*"	204	10.7368421052632	"chr18.665"
"chr18.78980202"	"chr18"	78980202	78980202	1	"*"	207	10.35	"chr18.665"
"chr18.78980207"	"chr18"	78980207	78980207	1	"*"	210	10.5	"chr18.665"
"chr18.78980209"	"chr18"	78980209	78980209	1	"*"	219	10.4285714285714	"chr18.665"
"chr18.78980212"	"chr18"	78980212	78980212	1	"*"	234	11.1428571428571	"chr18.665"
"chr18.78980218"	"chr18"	78980218	78980218	1	"*"	222	11.6842105263158	"chr18.665"
"chr18.78980221"	"chr18"	78980221	78980221	1	"*"	221	11.6315789473684	"chr18.665"
"chr18.78980225"	"chr18"	78980225	78980225	1	"*"	233	11.65	"chr18.665"
"chr18.78980230"	"chr18"	78980230	78980230	1	"*"	236	12.4210526315789	"chr18.665"
"chr18.78980239"	"chr18"	78980239	78980239	1	"*"	255	13.4210526315789	"chr18.665"
"chr18.78980247"	"chr18"	78980247	78980247	1	"*"	280	14	"chr18.665"
"chr18.78980249"	"chr18"	78980249	78980249	1	"*"	278	13.9	"chr18.665"
"chr18.78980251"	"chr18"	78980251	78980251	1	"*"	289	13.7619047619048	"chr18.665"
"chr18.78980258"	"chr18"	78980258	78980258	1	"*"	284	14.9473684210526	"chr18.665"
"chr18.78980265"	"chr18"	78980265	78980265	1	"*"	288	15.1578947368421	"chr18.665"
"chr18.78981073"	"chr18"	78981073	78981073	1	"*"	280	13.3333333333333	"chr18.666"
"chr18.78981077"	"chr18"	78981077	78981077	1	"*"	280	14	"chr18.666"
"chr18.78981088"	"chr18"	78981088	78981088	1	"*"	262	11.9090909090909	"chr18.666"
"chr18.78981089"	"chr18"	78981089	78981089	1	"*"	274	13.047619047619	"chr18.666"
"chr18.78981105"	"chr18"	78981105	78981105	1	"*"	313	13.0416666666667	"chr18.666"
"chr18.78981106"	"chr18"	78981106	78981106	1	"*"	244	11.6190476190476	"chr18.666"
"chr18.78981117"	"chr18"	78981117	78981117	1	"*"	341	14.2083333333333	"chr18.666"
"chr18.78981118"	"chr18"	78981118	78981118	1	"*"	237	11.2857142857143	"chr18.666"
"chr18.79022746"	"chr18"	79022746	79022746	1	"*"	279	13.95	"chr18.667"
"chr18.79022750"	"chr18"	79022750	79022750	1	"*"	681	26.1923076923077	"chr18.667"
"chr18.79022751"	"chr18"	79022751	79022751	1	"*"	279	13.95	"chr18.667"
"chr18.79022766"	"chr18"	79022766	79022766	1	"*"	592	23.68	"chr18.667"
"chr18.79022767"	"chr18"	79022767	79022767	1	"*"	291	13.8571428571429	"chr18.667"
"chr18.79022775"	"chr18"	79022775	79022775	1	"*"	504	21.9130434782609	"chr18.667"
"chr18.79022776"	"chr18"	79022776	79022776	1	"*"	317	14.4090909090909	"chr18.667"
"chr18.79022786"	"chr18"	79022786	79022786	1	"*"	482	20.9565217391304	"chr18.667"
"chr18.79022787"	"chr18"	79022787	79022787	1	"*"	372	16.1739130434783	"chr18.667"
"chr18.79022810"	"chr18"	79022810	79022810	1	"*"	439	19.0869565217391	"chr18.667"
"chr18.79022811"	"chr18"	79022811	79022811	1	"*"	495	20.625	"chr18.667"
"chr18.79022817"	"chr18"	79022817	79022817	1	"*"	390	17.7272727272727	"chr18.667"
"chr18.79022818"	"chr18"	79022818	79022818	1	"*"	533	22.2083333333333	"chr18.667"
"chr18.79022819"	"chr18"	79022819	79022819	1	"*"	374	17.8095238095238	"chr18.667"
"chr18.79022820"	"chr18"	79022820	79022820	1	"*"	512	21.3333333333333	"chr18.667"
"chr18.79022821"	"chr18"	79022821	79022821	1	"*"	379	18.047619047619	"chr18.667"
"chr18.79022822"	"chr18"	79022822	79022822	1	"*"	525	20.1923076923077	"chr18.667"
"chr18.79022837"	"chr18"	79022837	79022837	1	"*"	346	16.4761904761905	"chr18.667"
"chr18.79022838"	"chr18"	79022838	79022838	1	"*"	586	22.5384615384615	"chr18.667"
"chr18.79022849"	"chr18"	79022849	79022849	1	"*"	315	15.75	"chr18.667"
"chr18.79022850"	"chr18"	79022850	79022850	1	"*"	585	22.5	"chr18.667"
