"UC_0773"	"NN_0141"	"NN_0155"	"UC_0854"	"UC_0387"	"UC_0366"	"UC_0703"	"UC_0288"	"UC_0912"	"UC_0895"	"NN_0809"	"NN_0681"	"NN_0762"	"NN_0643"	"UC_0297"	"NN_0477"	"NN_0504"	"NN_0662"	"UC_0765"	"UC_0524"	"UC_0423"	"UC_0426"	"UC_0157"	"UC_0508"	"UC_0813"	"UC_0994"
"chr18.63490505"	15	19	22	20	8	21	15	30	5	17	30	39	28	18	17	27	37	37	17	30	25	13	13	23	12	9
"chr18.63490506"	9	13	6	18	7	8	9	13	0	14	16	14	20	6	4	12	24	22	17	19	19	11	9	9	0	0
"chr18.63490540"	7	19	12	15	7	15	15	27	9	14	30	27	29	16	12	17	39	27	21	20	9	4	12	18	10	7
"chr18.63490541"	12	10	14	17	6	8	8	14	0	14	14	19	17	7	7	11	22	18	13	13	10	8	10	11	9	5
"chr18.63490568"	8	12	7	8	6	8	5	16	4	8	20	19	17	8	4	14	21	14	10	8	2	4	8	17	2	4
"chr18.63490569"	10	6	12	13	9	7	6	9	0	10	10	14	9	5	5	12	19	11	5	12	10	8	5	8	5	7
"chr18.63490593"	7	6	5	0	0	7	8	7	0	4	11	13	14	6	0	11	14	15	0	11	0	4	4	15	0	6
"chr18.63490594"	7	0	6	17	4	9	7	11	0	10	10	7	9	5	0	9	23	8	11	9	11	7	10	6	6	5
"chr18.63490606"	7	0	3	0	0	4	7	4	0	5	8	8	7	6	0	13	12	10	0	8	4	4	5	11	0	5
"chr18.63490607"	6	6	6	9	0	7	9	11	0	11	7	7	7	6	0	7	21	5	7	8	10	8	8	5	5	0
"chr18.63504125"	28	18	7	12	5	7	13	34	6	24	25	28	11	21	7	39	37	21	5	22	24	26	12	28	9	25
"chr18.63504126"	9	14	25	12	6	13	9	23	6	9	38	23	18	19	11	27	22	39	10	16	21	6	5	9	0	7
"chr18.63504168"	14	11	9	10	7	6	7	26	4	19	30	25	14	17	7	28	28	18	9	19	23	24	7	14	7	20
"chr18.63504169"	12	12	26	10	6	8	12	13	2	9	19	22	21	9	6	14	34	31	4	16	13	6	6	9	0	7
"chr18.63504461"	28	37	37	48	15	35	15	48	15	25	32	44	36	20	21	73	87	39	25	29	27	24	16	22	11	12
"chr18.63504462"	53	33	39	59	24	29	34	65	13	35	76	103	69	37	26	80	153	84	28	35	31	37	12	34	7	24
"chr18.63504489"	20	28	33	31	11	23	7	36	11	15	27	39	36	12	15	61	86	35	26	18	18	15	7	20	9	12
"chr18.63504490"	36	22	32	37	15	25	21	41	10	25	56	79	62	31	20	55	140	72	15	16	15	23	9	18	2	17
"chr18.63504493"	31	35	33	36	13	29	17	51	14	22	33	49	37	13	17	66	85	36	27	23	26	17	9	25	13	12
"chr18.63504494"	42	23	33	46	15	23	35	52	12	27	56	84	67	36	20	53	129	80	16	24	17	26	10	20	0	16
"chr18.63555454"	32	34	52	33	16	26	15	58	22	35	58	78	55	22	23	77	55	69	18	29	19	28	13	26	15	18
"chr18.63555455"	24	17	25	24	17	27	19	28	8	15	36	33	30	18	6	41	34	51	14	12	19	16	7	13	2	11
"chr18.63556145"	34	40	34	37	40	29	36	55	17	37	43	65	45	21	11	101	67	49	32	22	28	21	19	28	9	18
"chr18.63556229"	6	10	5	9	3	3	6	13	7	11	20	31	19	11	8	9	8	10	14	19	13	10	13	11	0	11
"chr18.63556230"	38	19	20	38	31	14	26	46	7	32	39	53	38	20	26	74	56	43	22	23	44	30	29	21	5	26
"chr18.63556286"	26	18	11	27	7	13	22	39	8	20	48	39	31	24	11	46	29	29	25	46	30	21	18	46	17	28
"chr18.63556287"	43	25	28	50	35	19	44	54	14	42	65	55	51	34	15	92	41	52	47	75	59	34	28	55	5	45
"chr18.63556331"	31	27	11	32	8	19	21	35	15	29	40	69	37	28	14	46	34	32	21	46	28	28	21	22	21	20
"chr18.63556332"	54	32	18	33	30	26	33	52	24	38	75	60	47	19	13	68	69	46	45	51	54	40	30	47	19	38
"chr18.63556499"	8	5	0	13	8	0	5	19	2	17	17	20	15	5	0	19	14	24	12	17	25	14	16	21	0	5
"chr18.63585875"	7	0	6	5	0	0	0	5	6	6	7	10	10	6	0	11	5	5	12	11	10	6	5	8	10	6
"chr18.63585876"	10	0	8	14	0	9	7	9	0	7	12	14	13	11	0	16	20	15	7	14	3	6	4	9	0	4
"chr18.63585917"	9	8	13	4	0	6	5	11	4	6	11	13	10	11	3	20	5	9	17	15	4	2	3	10	16	6
"chr18.63585918"	7	7	8	16	0	11	5	13	0	10	19	15	22	12	0	11	23	12	6	18	2	10	4	12	3	8
"chr18.63585952"	5	8	13	6	4	5	0	15	5	4	11	15	11	10	5	15	8	12	15	16	10	7	10	13	26	13
"chr18.63585953"	4	8	6	15	0	9	11	11	0	11	16	17	22	15	5	16	18	12	6	9	7	9	4	9	3	8
"chr18.63586026"	0	6	0	0	0	4	0	12	5	9	8	9	8	5	5	14	7	11	10	11	12	9	9	11	0	6
"chr18.63586517"	8	8	9	27	6	3	10	14	8	13	14	15	16	7	10	30	15	9	8	12	14	6	5	5	0	3
"chr18.63586518"	14	5	10	10	4	8	10	22	3	5	18	21	14	13	3	13	13	20	19	13	19	13	10	22	8	11
"chr18.63586525"	8	8	15	29	11	7	14	16	8	25	14	19	14	8	7	34	25	10	10	10	17	4	6	7	0	5
"chr18.63586526"	20	10	18	16	5	10	10	29	6	10	27	24	16	14	6	18	17	20	24	17	27	15	10	28	10	11
"chr18.63586597"	15	14	14	31	12	9	16	24	6	17	17	15	14	12	13	24	18	25	11	21	19	7	8	7	7	9
"chr18.63586598"	28	14	12	33	10	23	19	22	15	21	15	16	17	15	21	16	15	19	44	27	45	31	35	35	20	34
"chr18.63586613"	19	24	17	38	12	14	18	29	11	22	34	19	22	15	15	45	49	38	10	24	22	11	12	12	10	9
"chr18.63586614"	44	23	31	32	23	27	21	48	19	27	49	53	38	22	24	31	47	42	50	41	47	35	36	53	15	35
"chr18.63587187"	48	35	36	39	27	15	30	46	22	26	50	59	55	42	26	42	81	48	47	48	36	25	24	33	15	24
"chr18.63587188"	35	22	25	27	24	14	26	44	18	31	27	44	55	23	18	55	40	29	16	29	14	9	15	6	17	16
"chr18.63587213"	56	38	35	45	30	22	35	66	24	38	69	79	54	46	42	45	97	69	47	62	39	35	28	37	25	25
"chr18.63587214"	36	33	37	34	23	33	39	70	21	39	52	58	52	29	13	76	59	53	26	35	10	12	13	17	24	20
"chr18.63587246"	31	14	22	24	15	12	21	47	9	36	36	50	40	33	25	38	37	48	34	45	30	28	29	31	16	22
"chr18.63587247"	26	20	14	32	8	16	13	41	10	24	37	34	20	12	10	39	38	32	21	25	14	7	5	5	12	4
"chr18.63587327"	47	13	32	39	21	16	30	44	19	31	43	58	38	35	13	58	60	45	57	41	35	28	21	38	11	19
"chr18.63587328"	15	24	16	36	21	26	21	56	15	32	33	44	44	20	15	40	51	41	19	17	16	10	15	12	0	10
"chr18.63587414"	14	2	12	11	3	5	10	17	6	11	11	14	21	10	5	26	18	21	20	8	6	12	5	10	0	8
"chr18.63587415"	11	5	8	22	5	8	8	17	4	15	11	27	22	4	7	20	27	17	0	0	0	0	5	0	0	3
"chr18.63587431"	17	0	14	14	6	5	8	15	11	8	14	12	19	9	0	24	16	21	16	10	14	10	7	13	0	7
"chr18.63587432"	11	5	6	20	4	5	6	26	6	13	15	21	26	5	6	12	38	18	0	0	0	0	7	0	0	5
"chr18.63587447"	6	2	7	8	3	3	7	8	8	4	13	15	12	6	0	16	8	7	8	8	9	6	6	13	0	3
"chr18.63587448"	5	4	6	10	5	2	4	15	1	7	15	10	15	2	5	6	14	6	0	0	0	0	6	0	0	1
"chr18.63588410"	13	9	10	18	8	0	7	10	6	14	22	16	23	8	9	30	29	24	24	31	22	9	23	27	8	16
"chr18.63588411"	13	9	12	9	3	10	8	23	7	9	27	9	21	14	16	25	20	26	14	17	9	9	9	18	13	9
"chr18.63588412"	14	9	9	17	9	0	6	12	6	16	27	17	21	8	11	35	27	26	24	30	23	10	23	27	13	13
"chr18.63588413"	17	8	12	8	5	9	9	24	8	9	27	9	23	14	14	20	19	24	14	17	9	13	11	20	12	6
"chr18.63588437"	15	13	13	19	12	0	0	14	6	16	33	18	25	10	13	47	32	28	31	40	32	14	30	31	24	20
"chr18.63588438"	15	10	13	11	7	8	6	30	8	14	30	18	23	14	10	26	18	30	14	18	10	16	7	20	18	11
"chr18.63588444"	11	12	12	16	9	0	6	18	7	16	28	18	25	13	11	41	50	32	31	40	35	16	33	33	24	17
"chr18.63588445"	13	10	11	8	0	10	8	24	8	12	29	15	25	13	11	24	14	25	15	17	11	14	5	19	18	9
"chr18.63588500"	14	6	9	8	5	4	5	9	6	8	23	12	12	6	0	19	20	23	20	22	19	6	16	14	16	17
"chr18.63588501"	15	5	5	7	3	2	0	9	2	7	20	10	14	6	12	17	16	13	4	8	0	6	4	8	0	2
"chr18.63588519"	14	10	11	9	4	2	3	4	7	9	31	14	11	7	0	33	17	19	15	26	13	6	12	18	12	19
"chr18.63588555"	11	4	6	10	4	0	4	11	0	4	16	12	8	0	0	31	21	10	16	29	18	9	10	23	0	15
"chr18.63588560"	7	3	5	6	3	0	0	9	0	3	16	7	7	0	0	29	17	9	14	32	16	8	9	24	0	11
"chr18.63597046"	18	2	14	15	0	5	9	16	2	3	23	18	18	14	10	17	29	4	28	18	26	14	10	10	0	8
"chr18.63597047"	0	7	3	5	5	0	4	7	0	8	5	6	5	4	5	4	3	7	5	3	12	13	4	8	0	11
"chr18.63597063"	0	0	7	0	1	0	0	15	1	0	0	0	10	0	0	0	0	0	0	0	0	0	1	6	0	0
"chr18.63597064"	0	0	6	0	4	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0
"chr18.63597069"	17	16	10	12	6	4	10	24	3	10	33	25	26	11	9	26	39	5	29	18	21	22	15	17	4	11
"chr18.63597070"	8	7	16	7	6	3	9	19	0	10	15	4	11	3	7	11	15	10	6	9	17	13	7	7	0	12
"chr18.63597080"	19	20	15	16	6	4	10	28	0	13	36	36	30	8	11	29	36	18	40	24	32	21	14	18	7	11
"chr18.63597081"	8	5	12	12	7	7	12	21	5	13	25	8	13	11	11	23	26	13	8	15	14	14	8	14	4	16
"chr18.63597105"	26	26	17	24	8	17	13	35	5	21	35	40	35	16	19	26	40	34	44	48	41	19	22	21	34	14
"chr18.63597106"	8	7	21	19	8	11	15	30	7	15	29	19	18	11	11	27	30	30	12	22	25	16	15	16	8	13
"chr18.63597129"	18	25	34	16	6	18	14	36	10	23	40	33	45	19	21	38	39	41	64	56	38	20	16	30	33	25
"chr18.63597130"	12	6	17	25	8	15	18	32	14	16	21	27	20	13	10	17	36	35	18	26	25	25	20	25	12	25
"chr18.63597137"	20	21	31	23	7	18	12	37	11	19	42	36	43	18	19	31	35	44	68	51	38	23	14	30	34	27
"chr18.63597138"	19	11	16	26	10	14	19	33	18	17	21	24	18	12	9	15	40	36	25	21	25	21	16	25	12	31
"chr18.63597146"	28	18	30	25	7	19	12	41	7	22	43	35	50	19	25	36	38	43	62	53	47	19	25	38	33	23
"chr18.63597147"	14	10	16	33	11	12	17	37	17	17	21	30	23	10	6	24	41	34	23	20	22	19	19	26	21	33
"chr18.63597156"	28	22	31	24	10	19	13	48	9	23	41	34	48	23	24	33	32	38	60	49	38	28	24	32	35	26
"chr18.63597157"	21	12	18	27	10	12	15	35	19	20	25	30	21	9	5	27	36	39	15	23	27	23	14	24	21	32
"chr18.63597165"	31	21	29	19	7	16	10	42	6	20	36	30	42	22	21	29	32	36	50	40	32	27	24	33	26	26
"chr18.63597166"	24	13	20	29	10	10	18	39	17	20	24	30	20	14	5	28	45	41	19	24	22	22	16	22	20	34
"chr18.63597216"	15	12	10	15	5	7	7	26	3	13	22	14	17	13	6	16	6	21	26	20	23	14	12	19	3	16
"chr18.63597217"	12	6	7	18	9	10	10	28	14	7	21	21	15	10	9	19	27	22	8	13	12	14	8	15	7	17
"chr18.63597234"	0	0	7	0	2	0	0	9	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	8	0	0
"chr18.63597235"	0	0	8	0	8	0	0	16	1	0	0	0	7	0	0	1	0	3	0	0	0	0	0	3	0	1
"chr18.63597258"	6	7	11	13	0	5	8	13	2	10	26	10	18	0	0	9	7	15	33	16	23	17	15	19	0	6
"chr18.63597259"	16	16	15	17	11	10	11	27	12	16	33	30	29	16	14	28	42	37	29	19	24	20	6	16	0	17
"chr18.63597342"	9	4	9	19	10	8	0	24	6	14	33	19	20	11	12	25	30	19	7	4	0	6	5	9	0	0
"chr18.63597343"	31	40	38	48	40	24	25	50	19	39	58	71	46	33	24	76	112	82	46	35	47	28	19	38	15	20
"chr18.63597370"	14	13	10	23	7	6	5	20	4	14	39	32	28	15	14	26	27	21	9	0	5	6	5	11	4	9
"chr18.63597371"	31	45	37	53	41	32	26	50	21	44	66	88	63	37	36	81	96	86	46	39	33	34	12	35	19	20
"chr18.63597437"	10	14	8	17	11	7	9	12	3	10	15	23	13	8	10	20	18	11	0	2	3	6	0	5	0	3
"chr18.63597438"	21	16	33	21	24	10	11	28	7	9	22	39	37	13	7	37	49	39	26	17	26	15	5	19	6	4
"chr18.63597537"	0	4	4	18	7	0	5	7	0	11	7	8	4	3	0	9	11	3	4	6	12	6	2	2	0	5
"chr18.63643350"	34	29	33	31	20	19	24	38	15	49	64	56	50	19	14	100	85	79	27	31	32	23	14	39	11	13
"chr18.63643351"	35	29	22	24	15	16	28	29	11	25	36	32	46	27	12	37	42	69	18	52	38	36	29	43	15	33
"chr18.63643359"	37	30	34	34	19	23	23	53	13	42	67	68	61	18	22	111	98	92	28	36	27	22	15	35	20	11
"chr18.63643360"	41	29	27	28	18	19	31	34	12	28	39	38	46	29	9	42	49	66	17	56	51	33	27	43	14	28
"chr18.63643362"	48	38	45	39	19	25	24	60	15	56	78	71	65	21	24	104	95	94	32	38	27	22	15	37	20	15
"chr18.63643363"	47	30	29	28	20	19	30	38	13	27	42	43	41	28	14	43	45	77	19	53	49	30	25	39	15	30
"chr18.63643392"	49	45	60	51	22	33	34	79	14	59	99	106	84	39	36	150	109	136	69	52	51	33	29	47	37	19
"chr18.63643393"	41	31	38	29	27	17	29	49	15	35	55	68	54	29	15	52	61	74	22	52	49	31	30	38	14	27
"chr18.63643538"	18	14	11	23	5	3	7	40	9	20	36	24	31	7	16	36	34	38	18	10	21	9	12	15	4	7
"chr18.63644356"	13	9	14	31	13	0	14	25	10	14	35	34	36	21	12	0	33	0	10	10	23	12	7	12	4	5
"chr18.63644476"	15	11	6	19	7	7	14	14	13	13	36	18	26	10	8	22	26	26	0	0	11	7	0	8	0	0
"chr18.63655533"	60	41	58	60	53	46	43	73	24	56	76	91	75	43	37	188	124	129	14	33	28	20	13	27	10	14
"chr18.63655660"	33	14	27	27	27	16	21	32	17	31	28	26	22	15	9	89	40	49	14	12	12	17	12	14	0	8
"chr18.63660875"	3	6	0	8	0	0	5	7	0	5	10	15	8	4	0	8	0	6	7	6	21	14	9	13	0	25
"chr18.63660929"	6	17	24	28	5	6	10	26	11	26	24	17	20	14	10	48	25	18	6	5	16	10	7	11	0	8
"chr18.63660930"	19	20	23	14	14	7	14	29	14	23	26	41	22	14	17	26	18	34	37	40	56	35	29	39	0	22
"chr18.63660989"	44	27	40	39	20	18	15	70	7	27	52	47	43	21	27	78	54	42	20	19	13	10	7	13	7	13
"chr18.63660990"	33	36	45	40	25	23	22	50	13	31	44	56	49	26	40	39	51	72	44	48	77	30	43	48	25	25
"chr18.63660998"	45	31	40	47	24	26	17	79	12	29	55	66	44	20	29	95	66	58	25	21	16	10	6	18	10	6
"chr18.63660999"	41	41	50	42	26	27	30	50	9	41	44	65	50	29	41	45	66	73	50	58	84	31	48	49	25	29
"chr18.63661001"	49	33	49	48	26	24	18	84	11	26	60	76	52	21	36	104	66	60	24	25	15	12	6	19	10	7
"chr18.63661002"	49	45	49	41	26	27	33	49	11	47	53	62	55	29	34	42	68	72	51	60	73	32	45	56	26	27
"chr18.63661177"	7	8	14	13	8	9	11	20	4	4	19	28	31	4	14	13	8	15	10	8	6	7	0	9	0	6
"chr18.63661993"	21	22	34	34	16	17	25	20	18	31	45	55	32	29	10	52	63	53	15	22	16	16	9	12	14	19
"chr18.63662019"	16	14	27	17	9	10	16	16	9	26	27	58	25	23	6	50	46	34	10	21	8	11	4	9	10	10
"chr18.63662113"	25	18	27	27	14	7	17	18	12	25	35	25	22	20	8	25	34	27	11	13	20	10	7	8	0	13
"chr18.63684105"	6	8	0	9	6	0	8	8	0	7	9	11	6	9	5	9	24	22	5	6	14	9	4	6	2	0
"chr18.63684134"	4	14	6	9	8	0	6	12	3	5	5	11	8	10	4	12	20	32	8	14	9	8	3	9	0	0
"chr18.63701580"	39	46	52	45	29	23	34	64	15	27	62	91	71	54	33	83	109	96	24	27	39	14	5	43	8	20
"chr18.63701581"	17	9	20	24	10	13	6	34	9	21	25	40	35	13	14	39	23	16	10	9	7	10	11	13	0	3
"chr18.63701668"	42	43	37	31	31	19	49	74	19	25	67	72	51	34	33	81	98	76	45	34	28	19	27	50	16	21
"chr18.63701669"	34	35	18	60	23	27	28	42	18	59	62	89	73	28	19	74	88	54	16	15	21	18	14	19	10	9
"chr18.63701769"	13	8	7	3	7	7	7	13	8	5	12	9	17	0	9	8	14	15	15	7	17	11	10	20	0	16
"chr18.63701770"	5	11	7	28	14	10	13	39	18	26	33	40	38	14	6	33	41	12	9	8	16	19	10	14	0	7
"chr18.63701972"	37	39	37	42	17	25	36	53	6	19	57	78	37	33	18	82	51	57	21	24	22	19	14	24	8	11
"chr18.63701973"	23	28	34	36	32	22	21	41	15	30	53	65	39	30	24	56	43	60	30	34	35	29	17	31	11	18
"chr18.63708388"	39	29	23	52	33	23	29	27	12	29	67	55	67	23	25	62	80	55	30	54	48	23	34	45	21	22
"chr18.63708504"	15	12	12	22	16	5	13	20	10	9	23	27	29	9	8	29	43	28	16	33	15	25	16	23	0	19
"chr18.63751843"	31	27	40	33	32	22	14	42	10	28	55	71	36	34	23	72	49	42	12	20	32	13	8	22	6	11
"chr18.63751844"	16	11	8	11	4	6	6	16	4	6	13	19	12	9	3	18	43	22	0	0	8	7	0	9	0	0
"chr18.63752567"	9	13	12	14	4	10	6	29	7	9	17	19	24	14	6	31	17	17	40	42	45	35	15	38	24	30
"chr18.63752568"	36	41	15	42	23	20	18	35	12	31	54	59	37	18	22	54	55	60	28	50	39	38	15	41	18	15
"chr18.63753100"	31	22	27	16	16	12	21	26	9	14	26	44	35	17	13	30	15	38	50	66	53	50	39	66	50	46
"chr18.63774243"	11	13	11	23	5	9	2	4	3	18	26	19	18	4	12	25	10	12	8	7	12	8	9	2	0	2
"chr18.63774244"	8	3	11	7	5	10	4	8	2	5	14	12	12	3	2	18	5	11	2	15	7	9	3	7	0	3
"chr18.63774312"	50	40	41	61	20	29	29	51	14	47	78	87	65	33	31	69	70	64	26	14	30	16	11	26	10	13
"chr18.63774313"	30	27	31	34	15	25	27	47	14	33	46	75	48	27	11	57	79	41	24	28	21	20	17	30	6	29
"chr18.63774496"	31	27	38	78	19	40	49	68	24	42	91	72	64	38	27	74	116	86	64	66	93	38	42	58	44	56
"chr18.63774497"	27	40	36	40	20	25	33	53	23	38	64	52	30	34	19	63	76	55	33	24	26	22	26	28	10	22
"chr18.63774671"	7	0	0	5	0	0	2	5	2	3	5	4	2	0	0	0	3	3	3	1	13	3	2	5	0	5
"chr18.63775716"	14	9	6	18	7	6	7	23	2	8	22	19	25	9	7	11	24	22	9	18	19	13	18	16	0	10
"chr18.63775717"	5	12	7	9	5	13	7	16	8	19	16	19	27	4	8	20	6	8	4	8	9	2	6	11	0	0
"chr18.63775804"	14	9	12	17	8	8	13	17	3	8	15	26	24	9	10	9	33	16	31	9	28	21	12	21	11	8
"chr18.63775805"	12	11	6	16	4	12	21	25	7	17	13	11	19	14	8	22	32	28	8	19	24	8	3	14	8	4
"chr18.63775867"	18	10	21	18	8	10	17	24	5	12	24	23	20	10	11	20	37	17	19	26	41	31	11	26	12	25
"chr18.63775868"	4	9	15	26	10	9	12	27	2	21	23	28	36	17	6	40	24	38	6	18	22	13	8	10	9	11
"chr18.63775963"	9	5	4	4	0	0	6	3	2	0	15	11	12	0	4	0	3	5	4	4	14	13	13	7	0	9
"chr18.63775964"	11	0	0	9	4	0	13	21	6	5	17	7	8	0	0	6	8	8	3	8	9	6	3	5	0	7
"chr18.63788039"	8	9	6	13	11	6	9	11	6	7	18	17	15	8	6	25	18	16	5	10	12	7	4	11	0	6
"chr18.63788130"	29	31	27	30	24	14	18	36	10	31	52	61	48	25	13	43	89	56	15	38	54	21	14	15	16	20
"chr18.63788131"	18	14	27	16	4	11	15	22	0	14	27	24	29	17	8	42	37	50	13	20	16	13	9	9	8	13
"chr18.63788145"	30	27	20	30	21	16	24	30	18	30	60	57	41	27	17	56	88	63	17	46	50	17	16	21	18	24
"chr18.63788146"	20	14	28	15	6	8	21	27	4	19	28	29	26	19	9	35	44	54	11	20	20	13	10	13	9	8
"chr18.63788227"	21	17	20	20	17	11	17	32	15	26	46	48	40	28	13	23	62	42	21	37	48	23	15	18	16	11
"chr18.63788228"	10	5	17	9	0	5	10	11	0	8	16	22	25	11	0	22	26	24	12	12	9	6	0	7	0	10
"chr18.63788240"	16	7	16	17	13	10	15	27	12	23	40	36	32	26	14	23	48	34	17	28	45	18	11	17	11	12
"chr18.63788241"	5	9	16	8	0	4	10	13	0	10	17	17	18	10	5	17	22	17	8	13	7	6	0	7	0	7
"chr18.63788264"	8	8	10	10	9	8	10	18	11	19	20	19	21	16	8	18	29	24	13	14	31	7	10	12	5	7
"chr18.63788265"	7	5	11	5	0	0	3	7	0	11	12	11	16	0	0	11	11	11	7	9	5	6	3	5	0	6
"chr18.63804881"	9	11	4	6	0	0	0	9	5	5	20	13	24	6	0	24	6	23	8	20	12	8	6	17	0	3
"chr18.63804882"	5	10	0	16	8	1	6	9	3	12	14	16	19	8	5	23	22	12	6	5	8	6	7	6	0	0
"chr18.63804911"	10	16	10	16	0	6	10	19	6	14	24	22	28	10	7	29	24	24	9	23	21	11	10	25	3	10
"chr18.63804912"	6	9	6	18	10	4	8	12	0	10	14	28	23	8	5	10	20	17	8	7	7	5	4	0	0	0
"chr18.63804951"	9	17	16	18	9	6	8	13	6	12	26	20	26	14	12	22	15	36	8	23	26	16	7	26	6	17
"chr18.63804952"	11	12	10	19	9	8	6	13	1	13	12	29	21	9	8	22	25	25	7	5	5	9	6	6	0	0
"chr18.63804995"	9	12	13	13	10	11	7	9	0	14	19	18	24	15	6	28	13	30	7	26	14	14	11	20	0	10
"chr18.63804996"	5	8	7	16	10	6	5	11	5	15	12	25	21	6	4	19	25	20	6	0	5	7	5	0	0	0
"chr18.63853214"	10	10	6	14	7	5	8	13	4	4	12	17	12	11	6	25	21	21	5	6	5	0	0	0	0	0
"chr18.63853282"	7	8	9	9	4	4	9	10	6	5	14	5	16	6	4	19	11	27	5	5	8	0	0	10	0	0
"chr18.63886732"	23	17	21	17	17	14	13	15	5	19	29	37	29	11	10	31	24	30	19	16	15	0	10	20	14	5
"chr18.63886733"	27	23	16	17	8	16	15	22	5	23	29	37	28	13	11	24	33	45	12	33	38	18	14	22	14	13
"chr18.63886769"	18	16	15	14	14	10	18	26	6	25	31	34	24	14	12	30	36	20	14	11	9	9	6	22	9	16
"chr18.63886770"	33	13	16	20	12	16	16	28	6	33	31	27	42	18	11	16	22	53	23	38	51	23	17	30	11	21
"chr18.63890368"	3	2	6	4	2	2	2	5	0	8	9	6	6	4	6	7	6	11	2	1	0	0	0	4	0	3
"chr18.63890369"	2	1	1	4	3	4	4	4	0	11	9	3	9	2	4	7	2	6	0	7	2	3	3	1	0	4
"chr18.63890453"	31	19	29	36	25	10	18	44	7	29	32	36	40	26	12	28	34	41	25	17	22	11	13	26	10	19
"chr18.63890454"	26	30	26	23	30	13	23	46	10	32	41	43	37	29	8	46	52	45	39	35	19	28	34	30	5	24
"chr18.63890501"	21	16	21	29	15	12	15	27	8	28	20	35	24	27	12	24	20	36	23	13	13	11	10	11	11	8
"chr18.63890502"	42	30	21	40	32	27	28	48	13	33	64	50	31	23	20	51	74	43	39	53	27	42	40	37	21	38
"chr18.63900600"	28	10	21	28	0	15	16	28	7	16	29	38	19	15	13	42	43	36	18	25	35	18	8	23	5	14
"chr18.63900601"	48	23	22	17	14	15	20	36	8	20	43	49	35	25	8	43	49	53	17	14	16	20	8	11	10	16
"chr18.63900619"	35	10	26	34	3	17	16	38	5	22	29	42	25	21	8	37	31	45	22	22	41	22	10	22	9	17
"chr18.63900620"	42	20	21	16	17	15	19	31	10	19	46	44	33	22	8	60	46	53	23	18	20	17	13	9	15	18
"chr18.63916378"	13	7	7	9	2	1	7	9	4	10	17	10	7	5	6	13	15	7	10	9	10	10	4	13	4	15
"chr18.63916379"	18	21	6	10	2	4	3	13	0	4	8	12	19	12	2	10	8	15	5	7	4	3	4	10	0	2
"chr18.63916465"	30	27	12	29	16	11	22	36	10	15	52	43	29	24	23	52	48	57	24	25	14	18	7	14	18	19
"chr18.63916466"	33	19	20	24	9	12	21	33	4	22	47	44	34	18	7	48	54	47	18	19	12	9	6	12	5	11
"chr18.63932291"	31	17	26	20	24	10	13	32	13	27	26	37	39	19	9	50	38	52	24	19	20	17	17	19	5	17
"chr18.63932292"	24	21	6	14	12	6	17	16	8	16	35	21	11	15	10	25	34	42	18	16	17	21	16	20	0	11
"chr18.63932361"	56	63	61	44	30	20	33	59	17	52	76	98	74	38	34	95	123	101	58	62	27	41	21	43	29	38
"chr18.63932362"	41	18	18	26	19	17	26	37	16	28	60	62	35	19	15	54	73	74	44	40	23	29	20	33	26	31
"chr18.63932403"	43	53	39	34	27	27	36	51	25	40	63	94	66	25	23	82	119	68	46	56	32	33	17	31	32	37
"chr18.63932404"	31	24	23	20	17	11	20	36	20	26	54	68	30	19	12	57	78	62	34	28	24	35	18	33	15	27
"chr18.63932447"	36	29	31	31	14	17	14	39	13	33	41	60	54	17	18	50	78	32	48	30	12	17	11	32	6	24
"chr18.63932448"	20	15	14	22	8	13	20	26	8	21	44	31	26	13	8	35	42	37	32	19	12	17	9	23	9	13
"chr18.63934634"	3	19	16	27	14	4	20	29	8	16	21	25	42	13	10	44	63	47	12	16	21	16	13	20	0	11
"chr18.63934635"	16	19	22	17	9	6	17	24	19	16	23	25	22	8	10	42	29	13	9	15	8	12	8	11	0	0
"chr18.63934728"	32	39	40	36	21	27	30	57	13	40	50	49	51	28	25	63	95	73	43	44	44	28	32	49	25	19
"chr18.63934729"	42	46	35	46	33	33	42	57	18	41	51	75	38	57	33	97	85	61	18	36	34	14	10	20	12	19
"chr18.63936374"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63936419"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
"chr18.63936420"	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
"chr18.63936430"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
"chr18.63936431"	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"chr18.63936440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63936441"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63936445"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
